,name,image:,address,tel,extendsection,other,email,web
0,BNQ Global Logistics - Công Ty TNHH BNQ Global,None,"VP 02, Tầng 08, Tòa Nhà Pearl Plaza, Số 561A Điện Biên Phủ, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 66847886, 0868 943 543",,None,mailto:bnqglobal.info@gmail.com                          ,http://bnqglobal.asia
1,Chi Nhánh Bình Phước - Công Ty TNHH MTV Kho Vận Hoa Sen Trắng,None," Bình Phước, Việt Nam"," (028) 38457559, Hotline: 0903 712 368",,None,mailto:whitelotushcm@gmail.com                           ,http://whitelotuslogistic.com.vn
2,Công Ty TNHH Thương Mại & Logistics Thái Bình Dương (Pacific Logistics Group),None,"Phòng 620-621-622-623-624, Tòa nhà Thành Đạt 1, Số 3 Lê Thánh Tông, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 3273868,,None,mailto:info@pacificlt.com                                ,http://pacificlt.com
3,Quốc Tế Phương Nam - Công Ty TNHH Quốc Tế Phương Nam (Giao Nhận Vận Tải Quốc Tế),None,"Lầu 4, Tòa Nhà 772EFG, Sư Vạn Hạnh, P. 12, Q. 10, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38630088 - Hotline 0909 785 224,,None,mailto:southern@southern.com.vn                          ,http://southern.com.vn
4,Incotrans - Công Ty CP TM Vận Tải Liên Quốc Tế,None,"Toà Nhà Sunrise City View, 33 Nguyễn Hữu Thọ, P. Tân Hưng, Q. 7, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 54010699,,None,mailto:info@incotrans.com.vn                             ,http://www.incotrans.com.vn
5,Logistics AAL - Công Ty CP Giao Nhận Hàng Không AAL,None,"Nhà Ga Hàng Hóa ACSV, Sân Bay Quốc Tế Nội Bài, X. Phú Minh, H. Sóc Sơn, Hà Nội, Việt Nam",0868001122,,None,mailto:info@aal.vn                                       ,http://aal.vn
6,Sebang Vina Logistics - Công ty TNHH Sebang Vina,None,"Tầng 5, Licogi 13 Tower, Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội, Việt Nam", (024) 3222 2108,,None,mailto:ngan@sebangexpress.com                            ,http://www.sebangvina.com
7,Knight Logistics - Công Ty TNHH Knight Logistics,None,"Phòng 419, Lầu 4, Tòa Nhà NTS, Cảng Hàng Không Quốc Tế Nội Bài, Sóc Sơn, Hà Nội, Việt Nam", (028) 73004422,,None,mailto:hanop@knight.com.vn                               ,http://knight.com.vn
8,Safi Logistics - Chi Nhánh Công Ty Cổ Phần Đại Lý Vận Tải Safi,None,"315 Trường Chinh, Q. Thanh Xuân, Hà Nội, Việt Nam", (024) 39745570,,None,mailto:info.han@safi.com.vn                              ,http://www.safi.com.vn
9,Vận Tải Quang Hưng - Công Ty TNHH Dịch Vụ Giao Nhận Vận Tải Quang Hưng,None,"146 Khánh Hội, P. 6, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39402741,,None,mailto:info@sunnytrans.com.vn                            ,http://www.sunnytrans.com.vn
