,name,image:,address,tel,extendsection,other,email,web
0,Chuyển Phát Nhanh Newpost - Công Ty CP Chuyển Phát Nhanh Newpost,https://trangvangvietnam.com/images/3star.png,"10/20 Trần Nhật Duật, P. Tân Định, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam","0909107486, 0937789118",,"
NEWPOST đem đến dịch vụ Logistics chuyên nghiệp: Kho vận lớn, hệ thống chuyển phát nhanh chóng đi 63 tỉnh và hơn 200 quốc gia,..
==> Đội ngũ có kinh nghiệm vận hành Logistics, xuất nhập khẩu nhiều năm.
==>  Quy trình vận chuyển chuyên nghiệp, đảm bảo an toàn hàng hóa.                                                   
",mailto:newposthcmsg@gmail.com                            ,http://newpost.vn
1,Gulfshipping - Công Ty TNHH Vận Chuyển Vùng Vịnh,https://trangvangvietnam.com/images/3star.png,"Tầng 4, 94-96 Nguyễn Văn Thương, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam","0981 792 624, 0932 094 229",,"
Gulfshipping chuyên cung cấp dịch vụ logistics uy tín: Dịch vụ kho bài, dịch vụ container hàng khô, hàng lạnh, dịch vụ vận tải nội địa, quốc tế,..
>>> Đội ngũ nhân viên lành nghề, sử dụng công nghệ liên lạc mới nhất.
>>> Quy trình an toàn, nhanh chóng, giá cả hợp lý.                                                
",mailto:info@gulfshipping.com.vn                          ,http://gulfshipping.com.vn
2,Giao Nhận Vận Chuyển MMI-Logistics - Công Ty TNHH MMI-Logistics Việt Nam,https://trangvangvietnam.com/images/3star.png,"P1412, Nhà 18T1, Lê Văn Lương, Q. Thanh Xuân, Hà Nội, Việt Nam"," (024) 6286 8800, Hotline: 0915.556.656",,"
MMI - LOGISTICS Việt Nam:
➯ Thành viên hiệp hội giao nhận WCA, WWPC 
➯ Chuyên cung cấp các dịch vụ hải quan chất lượng - nhanh chóng - an toàn - hiệu quả với đơn giá cạnh tranh, bao gồm: giao nhận vận chuyển, kho bãi, thủ tục hải quan, xuất nhập khẩu,..
",mailto:info@mmilog.vn                                    ,http://mmilog.vn
3,Vận Chuyển Siêu Sao Toàn Cầu - Công Ty TNHH Giao Nhận Vận Chuyển Siêu Sao Toàn Cầu,https://trangvangvietnam.com/images/3star.png,"P1508, Tầng 15, Tòa Nhà Vincom Center, Số 72 Lê Thánh Tôn, P. Bến Nghé, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38450863,"VPGD: Số 1 Phổ Quang, P. 2 , Q. Tân Bình, TPHCM","
Đơn vị cung cấp giải pháp tổng thể logistic, bao gồm:  
- Giao nhận vận tải hàng đường không, đường sắt & đường bộ, vận tải biển FCL, LCL,.. 
- Thủ tục hải quan, gom hàng & cho thuê kho bãi 
- Dịch vụ NVO, dịch vụ SCM,.. 
Bên cạnh đó, SGL thiết lập dịch vụ vận tải trung gian và dịch vụ tổng hợp tại Việt Nam.
",mailto:tram.nguyen@sglvn.com                             ,http://sglvn.com
4,Vận Tải Quốc Tế LACCO - Công Ty Cổ Phần Giao Nhận Và Vận Tải Quốc Tế LACCO,https://trangvangvietnam.com/images/3star.png,"Tầng 5, Tòa Nhà Công Ty 29, Ngõ 73 Nguyễn Trãi, P. Khương Trung, Q. Thanh Xuân, Hà Nội, Việt Nam",Hotline: 0906.23.5599,,"
Cung cấp dịch vụ Logistics & hậu cần như: Vận tải quốc tế bằng đường không, đường biển và vận tải đa phương thức,…đại lý khai báo hải quan, kho bãi, đóng gói, hỗ trợ xin các giấy phép chuyên ngành,v.v…
Với hệ thống đại lý trên toàn thế giới, chúng tôi cam kết cung cấp đến khách hàng dịch vụ tốt nhất.                   
",mailto:info@lacco.com.vn                                 ,http://lacco.com.vn
5,Vận Chuyển Biển Xanh - Công Ty TNHH Vận Chuyển Thương Mại Biển Xanh,https://trangvangvietnam.com/images/3star.png,"49 Lê Trung Nghĩa, Phường 12, Quận Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 6293 2425, Hotline: 0913.1505.33",,"
Hơn 11 năm trong lĩnh vực cung cấp các dịch vụ logistics chuyên nghiệp, tận tân, chu đáo, gồm:
- Giao nhận, vận chuyển quốc tế bằng đường biển, đường không
- Giao nhận vận chuyển nội địa
- Thông quan hàng hóa, ủy thác xuất nhập khẩu
- Dịch vụ đóng gói hàng hóa,..                                          
",mailto:info@bsttvn.com                                   ,http://bsttvn.com
6,OP Logistics - Công Ty TNHH Ngọc Đại Dương,https://trangvangvietnam.com/images/3star.png,"1/13B Khu Phố 5, Phường Tân Phong, Thành Phố Biên Hòa, Đồng Nai, Việt Nam", (0251) 3891164,,"
Ngọc Đại Dương chuyên cung cấp các dịch vụ logistics uy tín tại Đồng Nai, bao gồm:
- Dịch vụ kho bãi
- Dịch vụ xuất nhập khẩu
- Dịch vụ hải quan,..
Cam kết: Thời gian nhanh, thủ tục gọn, hiệu quả tối đa, chi phí tối thiểu.                                                                                   
",mailto:info@oplogistics.net                              ,http://oplogistics.net
7,Chi Nhánh Hải Phòng - Công Ty TNHH Knight Logistics,https://trangvangvietnam.com/images/3star.png,"Phòng 619, Lầu 6, Tòa Nhà Thành Đạt 1, Số 3, Lê Thánh Tông, P. Máy Tơ, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam"," (0225) 7304422, Hotline: 1900 989 802",,"
Dịch vụ Logistics uy tín, chuyên nghiệp - CÔNG TY TNHH KNIGHT LOGISTICS
✈ Là đại lí thủ tục Hải quan chính thức tại Việt Nam.
✈ Có giấy phép vận tải đa phương thức - Multimodal Transport Operator License
✈ Đại lý chính thức của Hiệp hội Vận tải Hàng không Quốc tế (IATA) số #37300350006
✈ Phương tiện vận tải đa dạng, luôn sẵn sàng phục vụ khách hàng.
✈ Đội ngũ nhân viên chuyên nghiệp, đầy nhiệt huyết, luôn tân tâm tận lực.
✈ Môi trường làm việc thì hết sức chuyên nghiệp. 
➡ Có mạng lưới văn phòng tại các cửa khẩu lớn có thể xử lý tất cả lô hàng tại Việt Nam và có hệ thống đại lý tại các nước trên thế giới. 
➡ Các đối tác lớn: AirFrance, Vietnamairlines, China Airlines, Vietjet, ONE, CMA,..
",mailto:hphop@knight.com.vn                               ,http://knight.com.vn
8,SOTRANS Logistics - Công Ty TNHH MTV SOTRANS Logistics,https://trangvangvietnam.com/images/3star.png,"1B Hoàng Diệu, P. 13, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 6268 5858,,"
SOTRANS cung cấp dịch vụ Logistics với quy trình đảm bảo và giá cả phù hợp, đúng theo yêu cầu riêng của từng khách hàng. Với đội ngũ nhân viên chuyên nghiệp và nhiều kinh nghiệm trong việc xử lý nhanh các tình huống phát sinh, đáp ứng đầy đủ nhu cầu vận chuyển hàng hóa ngay cả trong những mùa cao điểm.                      
",mailto:info@sotrans.com.vn                               ,http://sotrans.com.vn
9,Logistic Hoa Sen Trắng - Công Ty TNHH MTV  Kho Vận Hoa Sen Trắng,https://trangvangvietnam.com/images/3star.png,"101/8A1 Hồ Văn Huê, P. 9, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 38457559, Hotline: 0903 712 368",,"
Hội tụ đầy đủ tiêu chí ""Nhanh nhất - Giá cả hợp lý nhất - Chuyên nghiệp nhất""
>>> Hoa Sen trắng trở thành đơn vị hàng đầu trong lĩnh vực Logistics
+ Dịch vụ xuất nhập khẩu trọn gói, tạm nhập tái xuất, ủy thác xuất nhập khẩu,..
+ Dịch vụ làm thủ tục khai báo, khai thuê hải quan, thủ tục thông quan,..
+ Dịch vụ giao nhận, vận chuyển hàng hóa trong nước & quốc tế
Đảm bảo: 
✘ Thủ tục nhanh chóng, đúng lịch trình, đảm bảo tiến độ
✘ Hàng hóa nguyên đai nguyên kiện, không tiêu hao, thiếu hụt
Với hơn 10 năm kinh nghiệm, Hoa Sen trắng là đơn vị uy tín để bạn trao trọn niềm tin!
",mailto:whitelotusco@vnn.vn                               ,http://whitelotuslogistic.com.vn
10,Logistic Hải Phòng - Công Ty CP Dịch Vụ Cảng Hải Phòng,https://trangvangvietnam.com/images/3star.png,"Lô KB1-1, KCN Nam Đình Vũ (Khu 1), P. Đông Hải 2, Q. Hải An, Tp. Hải Phòng, Việt Nam"," (0225) 3814966, Hotline: 093 196 9998",,"
Công Ty CP Dịch Vụ Cảng Hải Phòng:
➢ Chuyên cho thuê kho lạnh nội địa và kho lạnh ngoại quan
➢ Cung cấp dịch vụ Logistics trọn gói: Thủ tục tạm nhập tái xuất, đại lý hàng hải, dịch vụ làm thủ tục hải quan, cho thuê xe vận tải, xe chuyên dụng,..
Đảm bảo: Chuyên nghiệp - Hiệu quả - Kịp thời.
",mailto:info@haiphongportservices.com                     ,http://haiphongportservices.com
